Date,Open,High,Low,Close,Adj Close,Volume,60_MA,60ma,extent_of_fall
2003-07-29,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-07-30,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-07-31,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-08-01,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-08-04,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-08-05,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-08-06,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-08-07,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-08-08,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-08-11,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-08-12,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-08-13,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-08-14,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-08-15,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-08-18,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-08-19,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-08-20,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-08-21,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-08-22,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-08-25,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-08-26,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-08-27,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-08-28,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-08-29,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-09-01,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-09-02,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-09-03,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-09-04,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-09-05,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-09-08,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-09-09,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-09-10,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-09-11,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-09-12,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-09-15,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-09-16,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-09-17,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-09-18,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-09-19,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-09-22,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-09-23,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-09-24,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-09-25,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-09-26,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-09-29,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-09-30,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-10-01,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-10-02,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-10-03,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-10-06,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-10-07,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-10-08,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-10-09,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-10-10,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-10-13,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-10-14,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-10-15,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-10-16,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-10-17,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-10-20,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-10-21,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-10-22,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-10-23,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-10-24,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-10-27,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-10-28,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-10-29,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-10-30,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-10-31,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-11-03,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-11-04,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-11-05,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-11-06,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-11-07,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-11-10,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-11-11,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-11-12,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-11-13,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-11-14,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-11-17,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-11-18,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-11-19,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-11-20,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-11-21,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-11-24,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-11-25,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-11-26,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-11-27,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-11-28,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-12-01,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-12-02,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-12-03,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-12-04,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-12-05,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-12-08,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-12-09,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-12-10,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-12-11,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-12-12,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-12-15,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-12-16,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-12-17,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-12-18,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-12-19,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-12-22,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-12-23,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-12-24,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-12-25,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-12-26,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-12-29,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-12-30,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2003-12-31,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2004-01-01,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2004-01-02,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2004-01-05,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2004-01-06,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2004-01-07,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2004-01-08,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2004-01-09,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2004-01-12,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2004-01-13,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2004-01-14,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2004-01-15,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2004-01-16,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2004-01-19,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2004-01-20,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2004-01-21,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2004-01-22,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2004-01-23,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2004-01-26,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2004-01-27,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2004-01-28,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2004-01-29,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
2004-01-30,38.38750076293945,38.38750076293945,38.38750076293945,38.38750076293945,26.93282890319824,0,38.38750076293945,,
